244786	8.912542	8.37	1420
320007	3.447223	8.33	72
157336	14.561204	8.29	3870
278	3.885904	8.23	4289
140420	2.007385	8.2	289
13042	2.015596	8.19	203
238	3.225234	8.14	2797
293299	1.631522	8.11	194
140607	86.450433	8.1	954
77338	4.079306	8.09	1900
118340	10.938572	8.08	3832
129	3.236548	8.07	1459
150540	11.833909	8.07	2037
637	2.156351	8.05	1057
110416	2.104965	8.04	146
389	2.729159	8.04	821
12477	1.0013	8.03	295
205596	7.968126	8.01	2179
128	2.932138	8.01	729
240	2.758066	8.01	1453
210577	9.802815	8.01	2526
110420	1.82008	8	141
284054	1.586857	7.99	53
331214	1.537229	7.97	136
346	2.265244	7.97	328
24480	1.460559	7.96	143
251516	2.302861	7.95	304
155	5.544089	7.94	6282
222935	3.479506	7.94	1584
599	1.847919	7.93	127
4935	3.281546	7.93	784
37257	1.797557	7.93	63
106646	4.134413	7.92	2669
13	4.369203	7.91	3247
348892	1.532851	7.91	70
3082	1.444963	7.91	312
550	6.152622	7.91	4030
901	1.821706	7.91	132
277216	2.765485	7.91	355
424	3.746416	7.91	1676
120467	5.193259	7.9	1747
680	4.50148	7.9	3721
200481	1.177323	7.9	98
10098	1.821914	7.89	118
8392	2.589394	7.89	686
269258	2.374213	7.89	54
1891	8.000815	7.89	2733
25376	1.673005	7.89	215
769	3.054266	7.88	1047
152601	2.854641	7.88	1624
13413	1.61863	7.87	141
83564	1.559794	7.87	108
497	2.655476	7.86	1610
73	3.429118	7.86	1023
177572	11.082731	7.86	2697
237791	1.487082	7.86	91
82702	5.035544	7.86	1518
76203	3.582269	7.86	1322
13929	1.494277	7.86	109
654	1.783842	7.86	84
101	3.093932	7.85	1635
313106	1.336217	7.85	117
266856	3.47264	7.85	1184
510	2.420597	7.84	964
629	2.762145	7.84	1210
32085	1.185259	7.84	64
46738	1.608895	7.84	131
113833	1.412585	7.84	131
284	1.814419	7.83	125
189197	1.516389	7.83	119
548	1.454299	7.83	181
